2916,Agua 301,http://www.agua301.com,Waterfront,http://www.agua301.com/hours
3253,Dupont Italian Kitchen,http://www.dupontitaliankitchen.com/bar/,Dupont Circle,http://www.dupontitaliankitchen.com/bar/
2850,Granville Moore's,http://www.granvillemoores.com,H Street,http://www.granvillemoores.com/beer-menu/
3226,Prequel,https://www.prequeldc.com/4th-floor-wine-bar/about,Downtown,https://www.prequeldc.com/4th-floor-wine-bar/about#sthash.JbXUMDDJ.dpbs
2972,Cure Bar & Bistro,http://www.curebarandbistro.com,Downtown,http://curebarandbistro.com/foodandbeverage/
2568,Daily Grill,http://www.dailygrill.com/,Dupont Circle,http://www.dailygrill.com/about-us/
3078,Cafe Saint-Ex,http://www.saint-ex.com,U Street,http://www.saint-ex.com/menus/
2917,The Bachelor's Mill,http://www.thebachelorsmill.com?,Waterfront,http://www.bachelorsmill.com/weekly-events/
2919,The Big Stick,http://www.thebigstick.com,Waterfront,http://thebigstick.com/drinks/
3126,Policy Restaurant & Lounge,http://www.policydc.com,U Street,http://www.policydc.com/happy-hour/
2767,Bodega,http://www.bodegadc.com,Georgetown,http://images.unoapp.com/boxdata/asset29635/images/Happy_Hour.pdf
2347,Las Canteras,http://www.lascanterasdc.com,Adams Morgan,http://www.lascanterasdc.com/menu1.html
3110,The Prospect,http://www.theprospectdc.com,U Street,http://theprospectdc.com/food-drinks/daily-specials/
2777,Clyde's,http://www.facebook.com/clydesrestaurantgroup,Georgetown,http://www.clydes.com/georgetown#Events
2356,Johnny Pistolas,http://www.johnnypistolas.com/,Adams Morgan,http://www.johnnypistolas.com/friday-family-happy-hour/
2400,Steel Plate,http://www.steelplatedc.com,East DC,http://www.steelplatedc.com/sites/default/files/HH%20menus.pdf
2694,Rosemary's Thyme Bistro,http://www.rosemarysthyme.com,Dupont Circle,http://www.rosemarysthyme.com/DC/menus/hhour.pdf
3006,Penn Quarter Sports Tavern,http://www.pennquartersportstavern.com/,Downtown,http://www.pennquartersportstavern.com/1004/Page.aspx
3026,Bistro Bohem,http://www.bistrobohem.com,Shaw,http://www.bistrobohem.com/wp-content/uploads/2016/01/Happy-Hour-Specials-01_12_2016.pdf
2499,Atomic Billiards,http://www.atomicbilliards.com,Friendship Heights,http://www.atomicbilliards.com/specials.php
2478,Jackpot,http://www.jackpotdc.com,Downtown,http://jackpotdc.com/beer-list/
3162,New Heights Restaurant,http://www.newheightsrestaurant.com,Friendship Heights,http://www.newheightsrestaurant.com/home/
2718,Sette Osteria,http://www.setteosteria-hub.com,Dupont Circle,http://nebula.wsimg.com/005619c58d2b89912ce55f699195e9f8?AccessKeyId=C21AE842AD3A17AA14AE&disposition=0&alloworigin=1
3155,Ris,http://www.risdc.com,Foggy Bottom,http://www.risdc.com/index.php/site/menu/rush_hour
2518,The Coupe,http://www.thecoupedc.com,Columbia Heights,http://www.thecoupedc.com/menu/happy-hour/
2510,Spices,http://www.spicesdc.com/,Friendship Heights,https://www.spicesdc.com/article.php?id=9
2362,Meze,http://www.mezedc.com,Adams Morgan,http://mezedc.com/menu/happy-hour-menu/
2415,Boxcar Tavern,http://www.boxcartaverndc.com/,Capitol Hill,http://www.boxcartaverndc.com/#aboutPage
3114,Local 16,http://www.localsixteen.com,U Street,http://www.localsixteen.com/Menu/happyhour.pdf
3173,Red Light,http://www.redlightbardc.com/,Logan Circle,http://www.redlightbardc.com/services/
2818,The Tombs,http://www.tombs.com,Georgetown,http://www.tombs.com/#!menu
3232,Mad Fox Taproom,http://www.madfoxbrewing.com,Friendship Heights,http://www.madfoxbrewing.com/drinks
2634,The Big Hunt,http://www.thebighunt.net,Dupont Circle,http://thebighunt.net/files/2013/09/The_Big_Hunt-Menu2013.pdf
2851,H Street Country Club,http://www.hstreetcountryclub.com,H Street,http://www.hstcountryclub.com/specials/
2816,Sequoia,http://www.arkrestaurants.com/sequoia_dc.html,Georgetown,http://arkrestaurants.com/sequoia/#news-events
2907,The Pig,http://www.thepigdc.com,Logan Circle,http://www.thepigdc.com/#locations
3175,Slate Wine Bar + Bistro,http://www.slatewinebar.com,Friendship Heights,http://slatewinebar.com/wp-content/uploads/Slate-HappyHour.pdf
2444,Tortilla Coast,http://www.tortillacoast.com,Capitol Hill,http://www.tortillacoast.com/pdf/TC_CH%20Happy%20Hour.pdf
2724,Thai Chef,http://www.thaichefsushibardc.com,Dupont Circle,http://www.thaichefsushibardc.com/Happy_Hour.html
2576,Fast Eddie's Sports & Billiards,http://www.fasteddies.com,Downtown,http://fasteddies.com/specials/
2725,Thomas Foolery,http://www.thomasfoolerydc.com/,Dupont Circle,http://thomasfoolerydc.com/fun/
3163,Lebanese Taverna,http://www.lebanesetaverna.com,Friendship Heights,http://www.lebanesetaverna.com/_media/happyhour.pdf
2374,Tryst,http://www.trystdc.com,Adams Morgan,http://www.trystdc.com/menu/specials/
2858,Ocopa,http://www.ocopa.kitchen,H Street,http://www.ocopa.kitchen/happy-hour.html
2497,Zengo,http://www.richardsandoval.com/zengodc/,Downtown,http://www.richardsandoval.com/zengodc/uploads/menus/zengodc-happy-hour.pdf
2819,Tony & Joe's Seafood Place,http://www.tonyandjoes.com,Georgetown,http://www.tonyandjoes.com/
2492,Ping Pong Dim Sum,http://www.pingpongdimsum.us/,Downtown,http://www.pingpongdimsum.us/#whats-on
2365,Perry's Restaurant,http://www.perrysadamsmorgan.com,Adams Morgan,http://perrysam.com/wp-content/uploads/2009/05/happy-hour-08.06.16.pdf
2797,Peacock Cafe,http://www.peacockcafe.com,Georgetown,https://www.peacockcafe.com/specialeventmenu.html
2627,Bar Charley,http://www.barcharley.com/,Dupont Circle,http://www.barcharley.com/cocktails.html
2716,Sauf Haus Bier Hall & Garden,http://www.saufhausdc.com,Dupont Circle,http://saufhausdc.com/menus/
2862,The Star and Shamrock,http://www.starandshamrock.com,H Street,http://starandshamrock.com/menu.html
3074,Bin 1301,http://www.bin1301dc.com,U Street,http://www.bin1301dc.com/app/download/10516074/Happy+Hour.pdf
2927,Willie's Brew & Que,http://www.williesbrewnque.com,Downtown,http://www.williesbrewnque.com/menu/
3136,Bar Deco,http://www.bardecodc.com,Downtown,http://www.bardecodc.com/#menus/happy-hour
3051,The Ugly Mug,http://www.uglymugdc.com,Capitol Hill,http://www.uglymugdc.com/wp-content/uploads/2016/02/UglyMug-Drinks-2016.pdf
3117,Marvin,http://www.marvindc.com,U Street,http://www.marvindc.com/faq/
2623,Alero Restaurant,http://www.alerorestaurant.com,U Street,http://www.alerorestaurant.com/read-me-1/
2831,Sprig & Sprout,http://www.sprig-and-sprout.com,Friendship Heights,http://www.sprig-and-sprout.com/wp-content/uploads/2015/12/Bar-Beverage-Menu-for-Web.pdf
2754,The Cheesecake Factory,http://www.thecheesecakefactory.com,North DC,http://www.thecheesecakefactory.com/media/menus/Happy-Hour/Happy_Hour_V1_STAN_8.16.pdf
2712,Public Bar Dupont,http://www.publicbar.co,Dupont Circle,http://www.publicbar.co/menu/happy-hour/
2675,Grillfish,http://www.grillfishdc.com,Dupont Circle,http://grillfishdc.com/menu/
2704,Sushi Taro,http://www.sushitaro.com,Dupont Circle,http://www.sushitaro.com/info.html
2747,Jardenea,http://www.melrosehoteldc.com/washington-dc-restaurants.aspx,Foggy Bottom,http://www.melrosehoteldc.com/dining
2967,Cedar,http://www.cedardc.com,Downtown,http://www.cedardc.com/happy-hour.html
2892,Commissary,http://www.commissarydc.com,Logan Circle,http://commissarydc.com/menu/
2437,Mr. Henry's Restaurant,http://www.mrhenrysdc.com,Capitol Hill,http://www.mrhenrysdc.com/happy-hour
3131,Taqueria Nacional,http://www.taquerianacional.co,U Street,http://taquerianacional.co/happy-hour/
3128,Solly's U Street Tavern,http://www.sollystavern.com,U Street,http://sollysbooking.wix.com/sollys#!happy-hour/c11rf
2466,Busboys and Poets,http://www.busboysandpoets.com,U Street,http://www.busboysandpoets.com/menu/bar
2355,Jack Rose Dining Saloon,http://www.jackrosediningsaloon.com,Adams Morgan,http://jackrosediningsaloon.com/menus/bar-menu-saloon/
2338,Habana Room,http://www.habanavillage.com/,Adams Morgan,http://www.habanavillage.com/?wprmm-routing=export&menu_id=6
2692,I Ricchi,http://iricchidc.com/,Dupont Circle,http://iricchidc.com/contact/
2477,Irish Channel Restaurant & Pub,http://irishchanneldc.com/,Downtown,http://irishchanneldc.com/daily-happy-hour/
3028,Dacha Beer Garden,http://www.dachadc.com,Shaw,http://dachadc.com/wp-content/uploads/2016/08/merged_document.pdf
2661,Level One,http://www.levelonedc.com,Dupont Circle,http://www.levelonedc.com/Pages/Menu.aspx?DeptID=26347
2577,Froggy Bottom Pub,http://www.froggybottompub.com,Foggy Bottom,http://www.froggybottompub.com/#!specials/c1c9t
3086,Chi-Cha Lounge,http://www.latinconcepts.com/chicha.php,Friendship Heights,http://www.chichaloungedc.com/happy-hour-menu
2717,Scion,http://www.scionrestaurant.com,Dupont Circle,http://www.scionrestaurant.com/media/docs/Happy-Hour-Menu-Scion-SS-2015.pdf
2695,Salty Dog Tavern,http://www.saltydogtavern.com,Dupont Circle,http://www.saltydogtavern.com/happy-hour/
2794,Orange Anchor,http://www.orangeanchordc.com,Georgetown,http://www.orangeanchordc.com/#hhours
3223,American Ice Company,http://www.amicodc.com,U Street,http://www.amicodc.com/menu/
2659,La Tomate,http://www.latomatebistro.com,Dupont Circle,http://www.latomatebistro.com/menus/bistro-2/
2707,Nage Bistro,http://www.nagerestaurant.com,Dupont Circle,http://www.nagedc.com/food-drink.html
3183,Shenanigan's Irish Pub,http://www.shenaniganspubdc.com/,Adams Morgan,http://www.shenaniganspubdc.com/specials-c66t
2442,Sonoma Restaurant and Wine Bar,http://www.sonomadc.com,Capitol Hill,https://media-cdn.getbento.com/accounts/e7ea421f00f8ce7bee14eeccfb233cb5/media/menus_files/VGBnDI5RgmzI6jTM21dR_italianhappyhour%205.pdf
2982,Mango Tree,http://www.mangotreedc.com,Downtown,http://www.mangotreedc.com/cocktails/
2614,Rural Society,http://www.ruralsocietyrestaurant.com,Downtown,http://dc.ruralsocietyrestaurant.com/m/menu-pdfs/DC_Rural_Happy_Hour.pdf
2631,Beacon Bar and Grill,http://www.bbgwdc.com,Dupont Circle,http://bbgwdc.com/happy-hour-bar-menu/
2352,Grill from Ipanema,http://www.thegrillfromipanema.com,Adams Morgan,http://thegrillfromipanema.com/-/wp-content/uploads/2012/04/Drinks.Memu_.The-Grill-From-Ipanema.pdf
3077,Ben's Next Door,http://www.bensnextdoor.com,U Street,http://www.bensnextdoor.com/happy-hour-specials
2786,ENO Wine Bar,http://www.enowinerooms.com/hotspots/georgetown-d.c,Georgetown,http://www.enowinerooms.com/hotspots/georgetown-d.c
2519,El Chucho Cocina Superior,http://www.elchuchodc.com/,Columbia Heights,http://www.elchuchodc.com/happyhour.html
2505,Cleveland Park Bar & Grill,http://www.cpbargrill.com,Friendship Heights,http://cpbargrill.com/specials-2/
2702,Maddy's Bar and Grille,http://www.maddysbarandgrille.com,Dupont Circle,http://maddysbarandgrille.com/events/
3069,1905 Restaurant,http://www.1905dc.com,Shaw,http://www.1905dc.com/what-we-do/
2886,B Too,http://www.btoo.com,Logan Circle,http://btoo.com/assets/uploads/menus/2016_03_23_new_bar_A2.pdf
2610,The Park at 14th,http://www.park14.com,Downtown,http://park14.com/restaurant/hh-clone
2475,Graffiato,http://www.graffiatodc.com,Downtown,http://graffiatodc.com/jersey-shore-happy-hour/
2666,The Front Page,http://www.dcfrontpage.com,Dupont Circle,http://www.frontpagedc.com/happy-hour/
3012,Toro Toro,http://www.richardsandoval.com/torotorodc/,Downtown,http://www.richardsandoval.com/torotorodc/uploads/menus/torotorodc-happy-hour.pdf
2354,The High Dive,http://www.highdivedc.com/,Adams Morgan,http://www.highdivedc.com/menus/
2431,Johnny's Half Shell,http://www.johnnyshalfshell.net,Downtown,http://johnnyshalfshell.net/menu/happy-hour-menu/
2663,Firefly,http://www.firefly-dc.com,Dupont Circle,http://www.firefly-dc.com/menus/food-drinks.htm
