3074,bin 1301,http://www.bin1301dc.com,u street,1301bin@gmail.com
3203,1831 bar and lounge,http://www.1831dc.com/,dupont circle,1831dc@gmail.com
3232,mad fox taproom,http://www.madfoxbrewing.com,friendship heights,accounting@madfoxbrewing.com
2547,blackfinn american saloon,http://www.blackfinndc.com,downtown,afoy@blackfinnmtprospect.com
3223,american ice company,http://www.amicodc.com,u street,americaniceco.hr@gmail.com
2343,el tamarindo,http://www.eltamarindodc.com/,adams morgan,ana@eltamarindodc.com
3024,a & d neighborhood bar,http://www.andbardc.com,shaw,andbardc@gmail.com
3021,red derby,http://www.redderby.com,north dc,bar@redderby.com
2884,avenue cafe & lounge,http://www.inndc.com,logan circle,bestrooms@inndc.com
3026,bistro bohem,http://www.bistrobohem.com,shaw,bistrobohem@gmail.com
2546,the black rooster,http://www.blackroosterpub.com,foggy bottom,blackroosterpubdc@gmail.com
2748,notti bianche,http://www.gwuinn.com/food-drinks,foggy bottom,bmcentee@modushotelsdc.com
2956,boss shepherd's restaurant & whiskey bar,http://www.boss-shepherds.com,downtown,boss@boss-shepherds.com
2323,bossa,http://www.bossadc.com,adams morgan,bossa.project@gmail.com
2446,union pub,http://www.unionpubdc.com,capitol hill,brad@201bar.com
2940,bravo bar,http://www.bravobardc.com/,east dc,bravodc@gmail.com
2432,kelly's irish times,http://www.kellysirishtimesdc.com,downtown,brendankelly17@gmail.com
3251,the brixton,http://www.brixtondc.com,u street,brixtonhr.dc@gmail.com
2865,the big board,http://www.thebigboarddc.com,h street,broker@thebigboarddc.com
2745,gcdc,http://www.grilledcheesedc.com,foggy bottom,bruce@grilledcheesedc.com
2633,bub and pop's,http://www.bubandpops.com,dupont circle,bubandpops@yahoo.com
3023,fig & olive,http://www.figandolive.com,downtown,careers@figandolive.com
2468,carving room kitchen & bar,http://www.carvingroom.com,downtown,carvingroomdc@gmail.com
2841,dangerously delicious pies,http://www.dangerouspiesdc.com,h street,catering@dangerouspiesdc.com
2478,jackpot,http://www.jackpotdc.com,downtown,clarge@pioneerventuresllc.com
3048,lola's barracks bar & grill,http://www.lolasgrilldc.com,capitol hill,colin@barracksrow.net
2465,clyde's,http://www.clydes.com/gallery-place,downtown,comments@clydes.com
2892,commissary,http://www.commissarydc.com,logan circle,commissary@eatwelldc.com
3069,1905 restaurant,http://www.1905dc.com,shaw,contact@1905dc.com
2948,701 restaurant,http://www.701restaurant.com,downtown,contact@701restaurant.com
2515,creme restaurant & bar,http://www.creme14th.com,columbia heights,creme14th@gmail.com
2711,the palm restaurant,http://www.thepalm.com/los-angeles-west-hollywood,dupont circle,customercare@thepalm.com
2600,mari vanna,http://www.marivanna.ru,downtown,dannia.hakki@mokimedia.com
3008,plan b burger bar,http://www.planbburger.com/flash.html,downtown,dc@burgersbeerbourbon.com
3096,desperados,http://www.desperadosburgersbar.com,u street,desperadosinfo@gmail.com
3097,dickson wine bar,http://www.dicksonwinebar.com,u street,dicksonwine@gmail.com
3155,ris,http://www.risdc.com,foggy bottom,dine@risdc.com
2619,vidalia,http://www.vidaliadc.com,dupont circle,dining@vidaliadc.com
2379,boundary stone public house,http://www.boundarystonedc.com,east dc,dohertyreed@gmail.com
2782,el centro d.f.,http://www.richardsandoval.com/elcentrogtown/,georgetown,drichards@richardsandoval.com
2670,glen's garden market,http://www.glensgardenmarket.com,dupont circle,dupont@glensgardenmarket.com
3098,dino's grotto,http://www.dinoinshaw.com,u street,eat@dinoinshaw.com
3106,kapnos,http://www.kapnosdc.com,u street,eat@kapnosdc.com
2394,nido,http://www.nido-dc.com,east dc,eat@nido-dc.com
3172,station kitchen + cocktails,https://www.destinationhotels.com/station-kitchen-dc,dupont circle,eat@stationkitchendc.com
3041,table,http://www.tabledc.com,shaw,eat@tabledc.com
2846,the elroy h st.,,h street,elroyhst@gmail.com
2786,eno wine bar,http://www.enowinerooms.com/hotspots/georgetown-d.c,georgetown,enowinebar@fourseasons.com
2409,beuchert's saloon,http://www.beuchertssaloon.com,capitol hill,events@beuchertssaloon.com
2466,busboys and poets,http://www.busboysandpoets.com,u street,events@busboysandpoets.com
2472,del campo,http://www.delcampodc.com/,downtown,events@delcampodc.com
2393,dew drop inn,http://www.dewdropinndc.com,east dc,events@dewdropinndc.com
3037,lost & found,http://www.lostandfounddc.com/,shaw,events@lostandfounddc.com
2714,russia house restaurant & lounge,http://www.russiahouselounge.com,friendship heights,events@russiahouselounge.com
2457,absolute thai,http://www.absolutethairestaurantdc.com,downtown,feedback@absolutethai.com.my
2647,trio's fox & hounds,http://www.triofoxandhounds.com,dupont circle,foxandhoundslounge@gmail.com
2789,georgetown piano bar,http://www.georgetownpianobar.com,georgetown,georgetownpianobar@gmail.com
2499,atomic billiards,http://www.atomicbilliards.com,friendship heights,gm@atomicbilliards.com
2640,buffalo billiards,http://www.buffalobilliards.com,dupont circle,gm@buffalobilliardsdc.com
2511,nanny o'brien's irish pub,http://www.nannyobriens.com/,friendship heights,gm@nannyobriens.com
2678,hank's oyster bar,http://www.hanksoysterbar.com,dupont circle,gnelson@hanksoysterbar.com
2675,grillfish,http://www.grillfishdc.com,dupont circle,grillfishdc@eatwelldc.com
2732,bertucci's,http://www.bertuccis.com,foggy bottom,guestrelations@bertuccis.com
2363,mintwood place,http://www.mintwoodplace.com,adams morgan,hello@mintwoodplace.com
2365,perry's restaurant,http://www.perrysadamsmorgan.com,adams morgan,hello@perrysadamsmorgan.com
2473,hooters,http://www.hooters.com,downtown,hooterspr@hooters.com
3067,mad hatter,http://www.madhatterdc.com,dupont circle,info.madhatterdc@gmail.com
2514,the airedale,http://www.airedaledc.com,columbia heights,info@airedaledc.com
2458,alba osteria,http://www.albaosteriadc.com,shaw,info@albaosteriadc.com
3144,al dente,http://www.aldentedc.com,west dc,info@aldentedc.com
3073,alphonse italian market & osteria,http://www.alphonsedc.com,u street,info@alphonsedc.com
2403,ambar balkan cuisine,http://www.ambarrestaurant.com,capitol hill,info@ambarrestaurant.com
2624,ankara,http://www.ankaradc.net,dupont circle,info@ankaradc.net
2625,annie's paramount steakhouse,http://www.annies.biz,dupont circle,info@annies.biz
2459,bar 7,http://www.bar7dc.com/home.html,shaw,info@bar7dc.com
3044,the chesapeake room,http://www.thechesapeakeroom.com,capitol hill,info@barracksrow.net
2729,senart's oyster & chop house,http://www.senartsdc.com,capitol hill,info@barracksrow.net
2733,bayou,http://www.bayouonpenn.com,foggy bottom,info@bayouonpenn.com
2764,bistrot lepic & wine bar,http://www.bistrotlepic.com,georgetown,info@bistrotlepic.com
2767,bodega,http://www.bodegadc.com,georgetown,info@bodegadc.com
2483,lucky strike,http://www.bowlluckystrike.com/locations/new-york/nyc/,downtown,info@bowlluckystrike.com
2886,b too,http://www.btoo.com,logan circle,info@btoo.com
2771,café bonaparte,http://www.cafebonaparte.com,georgetown,info@cafebonaparte.com
2328,cashion's eat place,http://www.cashionseatplace.com,adams morgan,info@cashionseatplace.com
2557,catch 15,http://www.catch15dc.com,downtown,info@catch15dc.com
2967,cedar,http://www.cedardc.com,downtown,info@cedardc.com
3027,chaplin,http://www.chaplinrestaurantdc.com,shaw,info@chaplinrestaurantdc.com
3090,compass rose,http://www.compassrosedc.com,u street,info@compassrosedc.com
2893,cork,http://www.corkdc.com,logan circle,info@corkdc.com
2839,cusbah,http://www.cusbah.com,h street,info@cusbah.com
2568,daily grill,http://www.dailygrill.com/,dupont circle,info@dailygrill.com
2976,denson liquor bar,http://www.densondc.com/,downtown,info@densondc.com
2652,dirty martini,http://www.dirtymartinidc.com,dupont circle,info@dirtymartinidc.com
2844,driftwood kitchen,http://www.driftwooddc.com,h street,info@driftwooddc.com
2921,due south,http://www.duesouthdc.com/about/,waterfront,info@duesouthdc.com
3100,dunya restaurant and bar,http://www.dunyadc.com,columbia heights,info@dunyadc.com
2684,pizzeria paradiso,http://www.eatyourpizza.com,dupont circle,info@eatyourpizza.com
3003,old ebbitt grill,http://www.ebbitt.com,downtown,info@ebbitt.com
2548,blt steak dc,http://www.e2hospitality.com/blt-steak-washington-dc/,downtown,info@esquaredhospitality.com
2504,fat pete's barbecue,http://www.fatpetesbbq.com/,friendship heights,info@fatpetesbbq.com
2474,flight,http://www.flightdc.com,downtown,info@flightdc.com
2970,fogo de chao,http://www.fogodechao.com/,downtown,info@fogodechao.com
2790,gypsy sally's,http://www.gypsysallys.com,georgetown,info@gypsysallys.com
3160,hot n juicy crawfish,http://www.hotnjuicycrawfish.com,friendship heights,info@hotnjuicycrawfish.com
2843,impala cantina,http://www.impala-dc.com,h street,info@impala-dc.com
2355,jack rose dining saloon,http://www.jackrosediningsaloon.com,adams morgan,info@jackrosediningsaloon.com
2682,james hoban's irish restaurant & bar,http://www.jameshobansdc.com,dupont circle,info@jameshobansdc.com
2356,johnny pistolas,http://www.johnnypistolas.com/,adams morgan,info@johnnypistolas.com
2526,kangaroo boxing club,http://www.kangaroodc.com,columbia heights,info@kangaroodc.com
2588,kellari taverna,http://www.kellaridc.com,foggy bottom,info@kellaridc.com
2870,kitty's saloon,http://www.kittyssaloon.com,h street,info@kittysdc.com
2456,la piquette,http://www.lapiquettedc.com,friendship heights,info@lapiquettedc.com
2346,lapis afghan bistro,http://www.lapisdc.com/,adams morgan,info@lapisdc.com
2854,le grenier,http://www.legrenierdc.com,h street,info@legrenierdc.com
2661,level one,http://www.levelonedc.com,dupont circle,info@levelonedc.com
2593,lincoln,http://www.lincolnrestaurant-dc.com,downtown,info@lincolnrestaurant-dc.com
2799,los cuates,http://www.loscuatesrestaurant.com,georgetown,info@loscuatesrestaurant.com
3116,lost society,http://www.lostsociety-dc.com,u street,info@lostsociety-dc.com
2360,madam's organ blues bar,http://www.madamsorgan.com,adams morgan,info@madamsorgan.com
3117,marvin,http://www.marvindc.com,u street,info@marvindc.com
2427,matchbox vintage pizza bistro,http://www.matchboxchinatown.com,downtown,info@matchbox369.com
2398,menomalé pizza napoletana,http://www.menomale.us,east dc,info@menomale.us
2677,mourayo,http://www.mourayous.com,dupont circle,info@mourayous.com
2353,muzette,http://www.muzette.com,adams morgan,info@muzette.com
2605,nagomi izakaya,http://www.nagomidc.com,dupont circle,info@nagomidc.com
3122,nellie's sports bar,http://www.nelliessportsbar.com,u street,info@nelliessportsbar.com
3002,occidental,http://www.occidentaldc.com,downtown,info@occidentaldc.com
2794,orange anchor,http://www.orangeanchordc.com,georgetown,info@orangeanchordc.com
2926,osteria morini,http://www.osteriamorini.com,waterfront,info@osteriamorini.com
3004,oyamel cocina mexicana,http://www.oyamel.com,downtown,info@oyamel.com
2797,peacock cafe,http://www.peacockcafe.com,georgetown,info@peacockcafe.com
3006,penn quarter sports tavern,http://www.dcsportstavern.com,downtown,info@pennquartersportstavern.com
2357,pop's seabar,http://www.popsseabar.com,adams morgan,info@popsseabar.com
3226,prequel,https://www.prequeldc.com/4th-floor-wine-bar/about,downtown,info@prequeldc.com
3111,provision no. 14,http://www.provisiondc.com,u street,info@provisiondc.com
2591,rasoi indian kitchen,http://www.rasoidc.com,foggy bottom,info@rasoidc.com
2512,ripple,http://www.rippledc.com,friendship heights,info@rippledc.com
2434,romeo & juliet,http://www.romeoandjulietdc.com/#aboutpage,capitol hill,info@romeoandjulietdc.com
2366,roofers union,http://www.roofersuniondc.com,adams morgan,info@roofersuniondc.com
2528,room 11,http://www.room11dc.com,columbia heights,info@room11dc.com
2386,rustik tavern,http://www.rustikdc.com,east dc,info@rustikdc.com
3078,cafe saint-ex,http://www.saint-ex.com,u street,info@saint-ex.com
2925,scarlet oak,http://www.scarletoakdc.com,waterfront,info@scarletoakdc.com
3153,soi 38,http://www.soi38dc.com,foggy bottom,info@soi38dc.com
2875,sol mexican grill,http://www.solmexicangrilldc.com/,downtown,info@solmexicangrilldc.com
2370,soussi,http://www.soussidc.com/,adams morgan,info@soussidc.com
2862,the star and shamrock,http://www.starandshamrock.com,h street,info@starandshamrock.com
3056,station 4,http://www.station4dc.com,waterfront,info@station4dc.com
2400,steel plate,http://www.steelplatedc.com,east dc,info@steelplatedc.com
2706,teddy & the bully bar,http://www.teddyandthebullybar.com,dupont circle,info@teddyandthebullybar.com
3065,tenley bar & grill,http://www.tenleybar.com,north dc,info@tenleybar.com
2919,the big stick,http://www.thebigstick.com,waterfront,info@thebigstick.com
2549,bottom line,http://www.thebottomlinedc.com,foggy bottom,info@thebottomlinedc.com
2522,the heights,http://www.theheightsdc.com,columbia heights,info@theheightsdc.com
3110,the prospect,http://www.theprospectdc.com,u street,info@theprospectdc.com
2853,the pursuit wine bar,http://www.thepursuitwinebar.com,h street,info@thepursuitwinebar.com
2859,the queen vic,http://www.thequeenvicdc.com,h street,info@thequeenvicdc.com
2691,the riggsby,http://www.theriggsby.com,dupont circle,info@theriggsby.com
2883,the royal,http://www.theroyaldc.com,east dc,info@theroyaldc.com
2817,thunder burger & bar,http://www.thunderburger.com,georgetown,info@thunderburger.com
3132,tico dc,http://www.ticodc.com,u street,info@ticodc.com
2722,stk,http://www.togrp.com/washington-dc/,dupont circle,info@togrp.com
2819,tony & joe's seafood place,http://www.tonyandjoes.com,georgetown,info@tonyandjoes.com
3051,the ugly mug,http://www.uglymugdc.com,capitol hill,info@uglymugdc.com
2759,range,http://www.voltrange.com/pdf/menu.pdf,north dc,info@voltrange.com
2620,woodward table,http://www.woodwardtable.com,downtown,info@woodwardtable.com
2710,zorba's cafe,http://www.zorbascafe.com,dupont circle,info@zorbascafe.com
2712,public bar dupont,http://www.publicbar.co,dupont circle,infodupont@publicbar.co
